-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M
22.0,114.375,2025,7,20,87.47
22.0,115.0,2025,7,20,85.06
22.0,115.625,2025,7,20,84.39
22.5,113.125,2025,7,20,90.93
22.5,113.75,2025,7,20,88.87
22.5,114.375,2025,7,20,87.98
22.5,115.0,2025,7,20,84.98
22.5,115.625,2025,7,20,85.08
23.0,113.125,2025,7,20,89.88
23.0,113.75,2025,7,20,88.79
23.0,114.375,2025,7,20,89.6
23.0,115.0,2025,7,20,91.65
23.0,115.625,2025,7,20,91.1
23.5,113.125,2025,7,20,89.61
23.5,113.75,2025,7,20,90.0
23.5,114.375,2025,7,20,91.32
23.5,115.0,2025,7,20,92.27
23.5,115.625,2025,7,20,94.6
21.0,113.125,2025,7,21,84.06
21.0,113.75,2025,7,21,83.91
21.0,114.375,2025,7,21,85.67
21.0,115.0,2025,7,21,85.57
21.0,115.625,2025,7,21,86.37
21.5,113.125,2025,7,21,84.76
21.5,113.75,2025,7,21,84.09
21.5,114.375,2025,7,21,85.27
21.5,115.0,2025,7,21,85.02
21.5,115.625,2025,7,21,85.9
22.0,113.125,2025,7,21,88.3
22.0,113.75,2025,7,21,86.77
22.0,114.375,2025,7,21,86.61
22.0,115.0,2025,7,21,85.25
22.0,115.625,2025,7,21,85.12
22.5,113.125,2025,7,21,92.32
22.5,113.75,2025,7,21,90.75
22.5,114.375,2025,7,21,89.98
22.5,115.0,2025,7,21,87.42
22.5,115.625,2025,7,21,86.38
23.0,113.125,2025,7,21,94.08
23.0,113.75,2025,7,21,93.62
23.0,114.375,2025,7,21,92.99
23.0,115.0,2025,7,21,93.97
23.0,115.625,2025,7,21,92.97
23.5,113.125,2025,7,21,94.45
23.5,113.75,2025,7,21,94.33
23.5,114.375,2025,7,21,94.78
23.5,115.0,2025,7,21,94.37
23.5,115.625,2025,7,21,94.75
21.0,113.125,2025,7,22,83.81
21.0,113.75,2025,7,22,85.97
21.0,114.375,2025,7,22,85.56
21.0,115.0,2025,7,22,85.14
21.0,115.625,2025,7,22,87.53
21.5,113.125,2025,7,22,84.47
21.5,113.75,2025,7,22,85.57
21.5,114.375,2025,7,22,84.86
21.5,115.0,2025,7,22,85.34
21.5,115.625,2025,7,22,87.4
22.0,113.125,2025,7,22,88.84
22.0,113.75,2025,7,22,87.54
22.0,114.375,2025,7,22,86.12
22.0,115.0,2025,7,22,85.91
22.0,115.625,2025,7,22,87.64
22.5,113.125,2025,7,22,92.24
22.5,113.75,2025,7,22,90.67
22.5,114.375,2025,7,22,89.68
22.5,115.0,2025,7,22,88.44
22.5,115.625,2025,7,22,88.99
23.0,113.125,2025,7,22,93.62
23.0,113.75,2025,7,22,92.74
23.0,114.375,2025,7,22,92.46
23.0,115.0,2025,7,22,94.01
23.0,115.625,2025,7,22,94.33
23.5,113.125,2025,7,22,93.35
23.5,113.75,2025,7,22,93.42
23.5,114.375,2025,7,22,94.06
23.5,115.0,2025,7,22,94.62
23.5,115.625,2025,7,22,95.35
21.0,113.125,2025,7,23,82.94
21.0,113.75,2025,7,23,83.02
21.0,114.375,2025,7,23,82.93
21.0,115.0,2025,7,23,83.18
21.0,115.625,2025,7,23,84.07
21.5,113.125,2025,7,23,82.89
21.5,113.75,2025,7,23,81.3
21.5,114.375,2025,7,23,81.44
21.5,115.0,2025,7,23,81.41
21.5,115.625,2025,7,23,82.53
22.0,113.125,2025,7,23,84.1
22.0,113.75,2025,7,23,81.2
22.0,114.375,2025,7,23,81.06
22.0,115.0,2025,7,23,80.61
22.0,115.625,2025,7,23,81.55
22.5,113.125,2025,7,23,84.94
22.5,113.75,2025,7,23,82.95
22.5,114.375,2025,7,23,81.64
22.5,115.0,2025,7,23,80.27
22.5,115.625,2025,7,23,82.56
23.0,113.125,2025,7,23,83.75
23.0,113.75,2025,7,23,82.21
23.0,114.375,2025,7,23,82.5
23.0,115.0,2025,7,23,82.98
23.0,115.625,2025,7,23,83.32
23.5,113.125,2025,7,23,84.57
23.5,113.75,2025,7,23,84.18
23.5,114.375,2025,7,23,84.12
23.5,115.0,2025,7,23,83.33
23.5,115.625,2025,7,23,83.66
21.0,113.125,2025,7,24,79.0
21.0,113.75,2025,7,24,80.95
21.0,114.375,2025,7,24,81.74
21.0,115.0,2025,7,24,81.64
21.0,115.625,2025,7,24,81.87
21.5,113.125,2025,7,24,79.03
21.5,113.75,2025,7,24,81.58
21.5,114.375,2025,7,24,82.45
21.5,115.0,2025,7,24,80.12
21.5,115.625,2025,7,24,81.16
22.0,113.125,2025,7,24,81.13
22.0,113.75,2025,7,24,82.42
22.0,114.375,2025,7,24,83.19
22.0,115.0,2025,7,24,80.27
22.0,115.625,2025,7,24,80.99
22.5,113.125,2025,7,24,83.26
22.5,113.75,2025,7,24,83.91
22.5,114.375,2025,7,24,81.88
22.5,115.0,2025,7,24,80.97
22.5,115.625,2025,7,24,84.03
23.0,113.125,2025,7,24,83.46
23.0,113.75,2025,7,24,82.49
23.0,114.375,2025,7,24,82.1
23.0,115.0,2025,7,24,83.8
23.0,115.625,2025,7,24,81.75
23.5,113.125,2025,7,24,83.24
23.5,113.75,2025,7,24,82.91
23.5,114.375,2025,7,24,82.23
23.5,115.0,2025,7,24,82.98
23.5,115.625,2025,7,24,82.61
21.0,113.125,2025,7,25,82.41
21.0,113.75,2025,7,25,82.84
21.0,114.375,2025,7,25,83.66
21.0,115.0,2025,7,25,83.58
21.0,115.625,2025,7,25,83.98
21.5,113.125,2025,7,25,83.17
21.5,113.75,2025,7,25,84.07
21.5,114.375,2025,7,25,84.69
21.5,115.0,2025,7,25,83.51
21.5,115.625,2025,7,25,83.1
22.0,113.125,2025,7,25,84.17
22.0,113.75,2025,7,25,85.68
22.0,114.375,2025,7,25,85.6
22.0,115.0,2025,7,25,83.9
22.0,115.625,2025,7,25,83.4
22.5,113.125,2025,7,25,84.36
22.5,113.75,2025,7,25,85.12
22.5,114.375,2025,7,25,84.29
22.5,115.0,2025,7,25,82.95
22.5,115.625,2025,7,25,85.21
23.0,113.125,2025,7,25,84.94
23.0,113.75,2025,7,25,84.56
23.0,114.375,2025,7,25,83.02
23.0,115.0,2025,7,25,83.62
23.0,115.625,2025,7,25,83.35
23.5,113.125,2025,7,25,84.83
23.5,113.75,2025,7,25,85.1
23.5,114.375,2025,7,25,82.67
23.5,115.0,2025,7,25,83.59
23.5,115.625,2025,7,25,83.94
21.0,113.125,2025,7,26,83.94
21.0,113.75,2025,7,26,83.97
21.0,114.375,2025,7,26,84.78
21.0,115.0,2025,7,26,85.61
21.0,115.625,2025,7,26,86.68
21.5,113.125,2025,7,26,85.8
21.5,113.75,2025,7,26,85.91
21.5,114.375,2025,7,26,86.51
21.5,115.0,2025,7,26,86.36
21.5,115.625,2025,7,26,86.57
22.0,113.125,2025,7,26,84.38
22.0,113.75,2025,7,26,86.86
22.0,114.375,2025,7,26,88.6
22.0,115.0,2025,7,26,87.51
22.0,115.625,2025,7,26,87.58
22.5,113.125,2025,7,26,82.43
22.5,113.75,2025,7,26,84.57
22.5,114.375,2025,7,26,84.83
22.5,115.0,2025,7,26,85.96
22.5,115.625,2025,7,26,88.9
23.0,113.125,2025,7,26,81.35
23.0,113.75,2025,7,26,81.6
23.0,114.375,2025,7,26,81.7
23.0,115.0,2025,7,26,84.46
23.0,115.625,2025,7,26,84.91
23.5,113.125,2025,7,26,79.66
23.5,113.75,2025,7,26,80.24
23.5,114.375,2025,7,26,79.79
23.5,115.0,2025,7,26,81.58
23.5,115.625,2025,7,26,83.84
21.0,113.125,2025,7,27,82.03
21.0,113.75,2025,7,27,81.28
21.0,114.375,2025,7,27,81.73
21.0,115.0,2025,7,27,82.69
21.0,115.625,2025,7,27,83.66
21.5,113.125,2025,7,27,83.72
21.5,113.75,2025,7,27,82.56
21.5,114.375,2025,7,27,82.35
21.5,115.0,2025,7,27,82.48
21.5,115.625,2025,7,27,82.84
22.0,113.125,2025,7,27,84.97
22.0,113.75,2025,7,27,84.73
22.0,114.375,2025,7,27,84.93
22.0,115.0,2025,7,27,83.89
22.0,115.625,2025,7,27,83.77
22.5,113.125,2025,7,27,82.76
22.5,113.75,2025,7,27,85.88
22.5,114.375,2025,7,27,85.51
22.5,115.0,2025,7,27,86.01
22.5,115.625,2025,7,27,87.34
23.0,113.125,2025,7,27,78.81
23.0,113.75,2025,7,27,81.41
23.0,114.375,2025,7,27,82.25
23.0,115.0,2025,7,27,85.65
23.0,115.625,2025,7,27,88.15
23.5,113.125,2025,7,27,75.59
23.5,113.75,2025,7,27,76.83
23.5,114.375,2025,7,27,76.89
23.5,115.0,2025,7,27,79.1
23.5,115.625,2025,7,27,85.17
21.0,113.125,2025,7,28,85.9
21.0,113.75,2025,7,28,84.36
21.0,114.375,2025,7,28,84.07
21.0,115.0,2025,7,28,84.54
21.0,115.625,2025,7,28,85.51
21.5,113.125,2025,7,28,87.12
21.5,113.75,2025,7,28,85.06
21.5,114.375,2025,7,28,84.13
21.5,115.0,2025,7,28,83.85
21.5,115.625,2025,7,28,84.15
22.0,113.125,2025,7,28,87.03
22.0,113.75,2025,7,28,86.52
22.0,114.375,2025,7,28,86.37
22.0,115.0,2025,7,28,85.37
22.0,115.625,2025,7,28,84.63
22.5,113.125,2025,7,28,85.45
22.5,113.75,2025,7,28,84.16
22.5,114.375,2025,7,28,87.0
22.5,115.0,2025,7,28,87.3
22.5,115.625,2025,7,28,89.47
23.0,113.125,2025,7,28,87.08
23.0,113.75,2025,7,28,86.27
23.0,114.375,2025,7,28,88.02
23.0,115.0,2025,7,28,91.2
23.0,115.625,2025,7,28,91.29
23.5,113.125,2025,7,28,85.09
23.5,113.75,2025,7,28,87.48
23.5,114.375,2025,7,28,89.09
23.5,115.0,2025,7,28,90.97
23.5,115.625,2025,7,28,91.24
21.0,113.125,2025,7,29,88.16
21.0,113.75,2025,7,29,87.47
21.0,114.375,2025,7,29,87.35
21.0,115.0,2025,7,29,87.88
21.0,115.625,2025,7,29,88.87
21.5,113.125,2025,7,29,89.96
21.5,113.75,2025,7,29,89.68
21.5,114.375,2025,7,29,88.8
21.5,115.0,2025,7,29,88.35
21.5,115.625,2025,7,29,88.65
22.0,113.125,2025,7,29,88.93
22.0,113.75,2025,7,29,89.7
22.0,114.375,2025,7,29,90.68
22.0,115.0,2025,7,29,89.85
22.0,115.625,2025,7,29,89.97
22.5,113.125,2025,7,29,85.57
22.5,113.75,2025,7,29,86.46
22.5,114.375,2025,7,29,87.89
22.5,115.0,2025,7,29,87.59
22.5,115.625,2025,7,29,90.16
23.0,113.125,2025,7,29,85.3
23.0,113.75,2025,7,29,86.16
23.0,114.375,2025,7,29,85.8
23.0,115.0,2025,7,29,86.02
23.0,115.625,2025,7,29,86.05
23.5,113.125,2025,7,29,85.54
23.5,113.75,2025,7,29,88.01
23.5,114.375,2025,7,29,85.77
23.5,115.0,2025,7,29,86.7
23.5,115.625,2025,7,29,89.65
21.0,113.125,2025,7,30,87.43
21.0,113.75,2025,7,30,86.77
21.0,114.375,2025,7,30,87.36
21.0,115.0,2025,7,30,88.22
21.0,115.625,2025,7,30,88.78
21.5,113.125,2025,7,30,90.13
21.5,113.75,2025,7,30,89.37
21.5,114.375,2025,7,30,89.17
21.5,115.0,2025,7,30,88.56
21.5,115.625,2025,7,30,88.44
22.0,113.125,2025,7,30,89.48
22.0,113.75,2025,7,30,90.95
22.0,114.375,2025,7,30,91.76
22.0,115.0,2025,7,30,90.09
22.0,115.625,2025,7,30,89.58
22.5,113.125,2025,7,30,87.01
22.5,113.75,2025,7,30,89.66
22.5,114.375,2025,7,30,90.67
22.5,115.0,2025,7,30,91.36
22.5,115.625,2025,7,30,92.08
23.0,113.125,2025,7,30,86.33
23.0,113.75,2025,7,30,88.0
23.0,114.375,2025,7,30,89.47
23.0,115.0,2025,7,30,93.03
23.0,115.625,2025,7,30,93.57
23.5,113.125,2025,7,30,84.22
23.5,113.75,2025,7,30,86.77
23.5,114.375,2025,7,30,87.03
23.5,115.0,2025,7,30,88.53
23.5,115.625,2025,7,30,89.5
21.0,113.125,2025,7,31,86.98
21.0,113.75,2025,7,31,86.96
21.0,114.375,2025,7,31,88.36
21.0,115.0,2025,7,31,89.66
21.0,115.625,2025,7,31,90.71
21.5,113.125,2025,7,31,88.34
21.5,113.75,2025,7,31,88.15
21.5,114.375,2025,7,31,89.53
21.5,115.0,2025,7,31,88.83
21.5,115.625,2025,7,31,89.28
22.0,113.125,2025,7,31,90.4
22.0,113.75,2025,7,31,89.99
22.0,114.375,2025,7,31,91.02
22.0,115.0,2025,7,31,89.42
22.0,115.625,2025,7,31,88.72
22.5,113.125,2025,7,31,90.82
22.5,113.75,2025,7,31,90.81
22.5,114.375,2025,7,31,91.26
22.5,115.0,2025,7,31,91.36
22.5,115.625,2025,7,31,91.85
23.0,113.125,2025,7,31,89.16
23.0,113.75,2025,7,31,90.46
23.0,114.375,2025,7,31,90.42
23.0,115.0,2025,7,31,92.71
23.0,115.625,2025,7,31,94.25
23.5,113.125,2025,7,31,87.19
23.5,113.75,2025,7,31,89.4
23.5,114.375,2025,7,31,89.5
23.5,115.0,2025,7,31,89.56
23.5,115.625,2025,7,31,93.22
21.0,113.125,2025,8,1,87.24
21.0,113.75,2025,8,1,87.63
21.0,114.375,2025,8,1,88.55
21.0,115.0,2025,8,1,89.18
21.0,115.625,2025,8,1,89.26
21.5,113.125,2025,8,1,87.48
21.5,113.75,2025,8,1,87.59
21.5,114.375,2025,8,1,89.89
21.5,115.0,2025,8,1,89.09
21.5,115.625,2025,8,1,88.71
22.0,113.125,2025,8,1,88.05
22.0,113.75,2025,8,1,87.33
22.0,114.375,2025,8,1,90.33
22.0,115.0,2025,8,1,89.17
22.0,115.625,2025,8,1,87.76
22.5,113.125,2025,8,1,86.66
22.5,113.75,2025,8,1,87.37
22.5,114.375,2025,8,1,89.19
22.5,115.0,2025,8,1,89.29
22.5,115.625,2025,8,1,88.65
23.0,113.125,2025,8,1,86.53
23.0,113.75,2025,8,1,88.07
23.0,114.375,2025,8,1,88.78
23.0,115.0,2025,8,1,90.42
23.0,115.625,2025,8,1,90.35
23.5,113.125,2025,8,1,87.6
23.5,113.75,2025,8,1,89.19
23.5,114.375,2025,8,1,89.33
23.5,115.0,2025,8,1,89.99
23.5,115.625,2025,8,1,89.86
21.0,113.125,2025,8,2,86.85
21.0,113.75,2025,8,2,86.59
21.0,114.375,2025,8,2,87.35
21.0,115.0,2025,8,2,88.83
21.0,115.625,2025,8,2,89.28
21.5,113.125,2025,8,2,88.41
21.5,113.75,2025,8,2,87.37
21.5,114.375,2025,8,2,89.16
21.5,115.0,2025,8,2,89.71
21.5,115.625,2025,8,2,89.51
22.0,113.125,2025,8,2,91.21
22.0,113.75,2025,8,2,88.97
22.0,114.375,2025,8,2,91.63
22.0,115.0,2025,8,2,90.54
22.0,115.625,2025,8,2,89.38
22.5,113.125,2025,8,2,93.3
22.5,113.75,2025,8,2,91.08
22.5,114.375,2025,8,2,92.63
22.5,115.0,2025,8,2,91.79
22.5,115.625,2025,8,2,91.09
23.0,113.125,2025,8,2,93.29
23.0,113.75,2025,8,2,92.62
23.0,114.375,2025,8,2,91.92
23.0,115.0,2025,8,2,93.06
23.0,115.625,2025,8,2,93.13
23.5,113.125,2025,8,2,92.91
23.5,113.75,2025,8,2,92.63
23.5,114.375,2025,8,2,90.4
23.5,115.0,2025,8,2,90.2
23.5,115.625,2025,8,2,90.88
21.0,113.125,2025,8,3,85.99
21.0,113.75,2025,8,3,85.92
21.0,114.375,2025,8,3,88.24
21.0,115.0,2025,8,3,90.68
21.0,115.625,2025,8,3,90.49
21.5,113.125,2025,8,3,86.97
21.5,113.75,2025,8,3,85.9
21.5,114.375,2025,8,3,89.2
21.5,115.0,2025,8,3,90.61
21.5,115.625,2025,8,3,89.93
22.0,113.125,2025,8,3,89.96
22.0,113.75,2025,8,3,88.75
22.0,114.375,2025,8,3,91.17
22.0,115.0,2025,8,3,90.79
22.0,115.625,2025,8,3,89.45
22.5,113.125,2025,8,3,91.7
22.5,113.75,2025,8,3,90.0
22.5,114.375,2025,8,3,92.37
22.5,115.0,2025,8,3,91.57
22.5,115.625,2025,8,3,90.83
23.0,113.125,2025,8,3,92.03
23.0,113.75,2025,8,3,92.24
23.0,114.375,2025,8,3,92.75
23.0,115.0,2025,8,3,93.67
23.0,115.625,2025,8,3,93.27
23.5,113.125,2025,8,3,92.27
23.5,113.75,2025,8,3,93.1
23.5,114.375,2025,8,3,92.84
23.5,115.0,2025,8,3,92.97
23.5,115.625,2025,8,3,92.94
21.0,113.125,2025,8,4,86.3
21.0,113.75,2025,8,4,86.59
21.0,114.375,2025,8,4,89.36
21.0,115.0,2025,8,4,91.04
21.0,115.625,2025,8,4,89.83
21.5,113.125,2025,8,4,87.29
21.5,113.75,2025,8,4,86.91
21.5,114.375,2025,8,4,89.76
21.5,115.0,2025,8,4,89.8
21.5,115.625,2025,8,4,89.8
22.0,113.125,2025,8,4,90.76
22.0,113.75,2025,8,4,88.26
22.0,114.375,2025,8,4,90.09
22.0,115.0,2025,8,4,88.02
22.0,115.625,2025,8,4,87.27
22.5,113.125,2025,8,4,92.51
22.5,113.75,2025,8,4,89.2
22.5,114.375,2025,8,4,91.42
22.5,115.0,2025,8,4,88.9
22.5,115.625,2025,8,4,87.81
23.0,113.125,2025,8,4,93.13
23.0,113.75,2025,8,4,91.9
23.0,114.375,2025,8,4,92.38
23.0,115.0,2025,8,4,92.81
23.0,115.625,2025,8,4,92.19
23.5,113.125,2025,8,4,92.98
23.5,113.75,2025,8,4,93.2
23.5,114.375,2025,8,4,92.86
23.5,115.0,2025,8,4,93.07
23.5,115.625,2025,8,4,93.79
21.0,113.125,2025,8,5,88.27
21.0,113.75,2025,8,5,89.23
21.0,114.375,2025,8,5,90.24
21.0,115.0,2025,8,5,89.7
21.0,115.625,2025,8,5,89.14
21.5,113.125,2025,8,5,87.04
21.5,113.75,2025,8,5,87.75
21.5,114.375,2025,8,5,90.14
21.5,115.0,2025,8,5,88.95
21.5,115.625,2025,8,5,88.24
22.0,113.125,2025,8,5,88.7
22.0,113.75,2025,8,5,85.62
22.0,114.375,2025,8,5,89.47
22.0,115.0,2025,8,5,88.55
22.0,115.625,2025,8,5,87.79
22.5,113.125,2025,8,5,91.98
22.5,113.75,2025,8,5,87.37
22.5,114.375,2025,8,5,89.68
22.5,115.0,2025,8,5,88.73
22.5,115.625,2025,8,5,88.47
23.0,113.125,2025,8,5,93.74
23.0,113.75,2025,8,5,91.66
23.0,114.375,2025,8,5,91.89
23.0,115.0,2025,8,5,93.6
23.0,115.625,2025,8,5,93.29
23.5,113.125,2025,8,5,94.24
23.5,113.75,2025,8,5,93.99
23.5,114.375,2025,8,5,93.96
23.5,115.0,2025,8,5,94.82
23.5,115.625,2025,8,5,94.83
21.0,113.125,2025,8,6,87.44
21.0,113.75,2025,8,6,87.15
21.0,114.375,2025,8,6,86.66
21.0,115.0,2025,8,6,86.1
21.0,115.625,2025,8,6,85.46
21.5,113.125,2025,8,6,88.45
21.5,113.75,2025,8,6,89.19
21.5,114.375,2025,8,6,87.8
21.5,115.0,2025,8,6,86.35
21.5,115.625,2025,8,6,85.65
22.0,113.125,2025,8,6,91.33
22.0,113.75,2025,8,6,90.16
22.0,114.375,2025,8,6,90.21
22.0,115.0,2025,8,6,87.76
22.0,115.625,2025,8,6,86.23
22.5,113.125,2025,8,6,93.49
22.5,113.75,2025,8,6,90.61
22.5,114.375,2025,8,6,92.64
22.5,115.0,2025,8,6,90.34
22.5,115.625,2025,8,6,88.8
23.0,113.125,2025,8,6,94.27
23.0,113.75,2025,8,6,93.2
23.0,114.375,2025,8,6,92.9
23.0,115.0,2025,8,6,94.11
23.0,115.625,2025,8,6,94.51
23.5,113.125,2025,8,6,93.46
23.5,113.75,2025,8,6,93.05
23.5,114.375,2025,8,6,91.84
23.5,115.0,2025,8,6,93.48
23.5,115.625,2025,8,6,94.96
21.0,113.125,2025,8,7,83.98
21.0,113.75,2025,8,7,82.96
21.0,114.375,2025,8,7,84.12
21.0,115.0,2025,8,7,85.27
21.0,115.625,2025,8,7,84.98
21.5,113.125,2025,8,7,84.73
21.5,113.75,2025,8,7,85.46
21.5,114.375,2025,8,7,84.63
21.5,115.0,2025,8,7,84.91
21.5,115.625,2025,8,7,84.75
22.0,113.125,2025,8,7,84.95
22.0,113.75,2025,8,7,83.42
22.0,114.375,2025,8,7,84.45
22.0,115.0,2025,8,7,85.14
22.0,115.625,2025,8,7,85.15
22.5,113.125,2025,8,7,85.34
22.5,113.75,2025,8,7,84.17
22.5,114.375,2025,8,7,84.28
22.5,115.0,2025,8,7,84.71
22.5,115.625,2025,8,7,85.78
23.0,113.125,2025,8,7,85.95
23.0,113.75,2025,8,7,87.48
23.0,114.375,2025,8,7,86.73
23.0,115.0,2025,8,7,87.54
23.0,115.625,2025,8,7,86.38
23.5,113.125,2025,8,7,89.02
23.5,113.75,2025,8,7,91.13
23.5,114.375,2025,8,7,88.37
23.5,115.0,2025,8,7,89.3
23.5,115.625,2025,8,7,88.32
21.0,113.125,2025,8,8,79.9
21.0,113.75,2025,8,8,78.03
21.0,114.375,2025,8,8,77.42
21.0,115.0,2025,8,8,77.14
21.0,115.625,2025,8,8,78.19
21.5,113.125,2025,8,8,80.23
21.5,113.75,2025,8,8,78.02
21.5,114.375,2025,8,8,77.28
21.5,115.0,2025,8,8,76.54
21.5,115.625,2025,8,8,75.89
22.0,113.125,2025,8,8,80.58
22.0,113.75,2025,8,8,76.46
22.0,114.375,2025,8,8,75.8
22.0,115.0,2025,8,8,75.53
22.0,115.625,2025,8,8,75.52
22.5,113.125,2025,8,8,80.4
22.5,113.75,2025,8,8,74.57
22.5,114.375,2025,8,8,73.6
22.5,115.0,2025,8,8,73.51
22.5,115.625,2025,8,8,78.27
23.0,113.125,2025,8,8,80.6
23.0,113.75,2025,8,8,77.01
23.0,114.375,2025,8,8,73.79
23.0,115.0,2025,8,8,77.34
23.0,115.625,2025,8,8,78.94
23.5,113.125,2025,8,8,81.19
23.5,113.75,2025,8,8,79.96
23.5,114.375,2025,8,8,76.97
23.5,115.0,2025,8,8,79.5
23.5,115.625,2025,8,8,81.84
21.0,113.125,2025,8,9,73.11
21.0,113.75,2025,8,9,74.7
21.0,114.375,2025,8,9,76.88
21.0,115.0,2025,8,9,74.77
21.0,115.625,2025,8,9,78.89
21.5,113.125,2025,8,9,75.14
21.5,113.75,2025,8,9,75.86
21.5,114.375,2025,8,9,76.77
21.5,115.0,2025,8,9,75.04
21.5,115.625,2025,8,9,76.9
22.0,113.125,2025,8,9,78.35
22.0,113.75,2025,8,9,75.76
22.0,114.375,2025,8,9,77.7
22.0,115.0,2025,8,9,76.65
22.0,115.625,2025,8,9,76.26
22.5,113.125,2025,8,9,80.92
22.5,113.75,2025,8,9,79.52
22.5,114.375,2025,8,9,78.73
22.5,115.0,2025,8,9,77.7
22.5,115.625,2025,8,9,79.82
23.0,113.125,2025,8,9,81.55
23.0,113.75,2025,8,9,81.96
23.0,114.375,2025,8,9,78.17
23.0,115.0,2025,8,9,77.89
23.0,115.625,2025,8,9,81.49
23.5,113.125,2025,8,9,83.29
23.5,113.75,2025,8,9,83.98
23.5,114.375,2025,8,9,76.25
23.5,115.0,2025,8,9,76.87
23.5,115.625,2025,8,9,81.44
21.0,113.125,2025,8,10,74.85
21.0,113.75,2025,8,10,74.76
21.0,114.375,2025,8,10,78.47
21.0,115.0,2025,8,10,81.55
21.0,115.625,2025,8,10,80.78
21.5,113.125,2025,8,10,73.33
21.5,113.75,2025,8,10,72.95
21.5,114.375,2025,8,10,77.95
21.5,115.0,2025,8,10,78.9
21.5,115.625,2025,8,10,77.47
22.0,113.125,2025,8,10,74.52
22.0,113.75,2025,8,10,73.12
22.0,114.375,2025,8,10,79.0
22.0,115.0,2025,8,10,79.61
22.0,115.625,2025,8,10,77.62
22.5,113.125,2025,8,10,76.62
22.5,113.75,2025,8,10,76.16
22.5,114.375,2025,8,10,81.02
22.5,115.0,2025,8,10,81.64
22.5,115.625,2025,8,10,81.13
23.0,113.125,2025,8,10,77.05
23.0,113.75,2025,8,10,77.56
23.0,114.375,2025,8,10,82.2
23.0,115.0,2025,8,10,86.03
23.0,115.625,2025,8,10,87.19
23.5,113.125,2025,8,10,76.06
23.5,113.75,2025,8,10,79.06
23.5,114.375,2025,8,10,81.52
23.5,115.0,2025,8,10,85.56
23.5,115.625,2025,8,10,87.74
21.0,113.125,2025,8,11,79.95
21.0,113.75,2025,8,11,80.51
21.0,114.375,2025,8,11,81.52
21.0,115.0,2025,8,11,82.11
21.0,115.625,2025,8,11,82.83
21.5,113.125,2025,8,11,79.72
21.5,113.75,2025,8,11,79.62
21.5,114.375,2025,8,11,80.74
21.5,115.0,2025,8,11,81.93
21.5,115.625,2025,8,11,83.2
22.0,113.125,2025,8,11,81.73
22.0,113.75,2025,8,11,79.23
22.0,114.375,2025,8,11,81.71
22.0,115.0,2025,8,11,81.94
22.0,115.625,2025,8,11,82.78
22.5,113.125,2025,8,11,84.12
22.5,113.75,2025,8,11,83.52
22.5,114.375,2025,8,11,84.24
22.5,115.0,2025,8,11,82.85
22.5,115.625,2025,8,11,84.43
23.0,113.125,2025,8,11,84.37
23.0,113.75,2025,8,11,85.58
23.0,114.375,2025,8,11,84.91
23.0,115.0,2025,8,11,86.68
23.0,115.625,2025,8,11,87.22
23.5,113.125,2025,8,11,84.17
23.5,113.75,2025,8,11,86.02
23.5,114.375,2025,8,11,85.8
23.5,115.0,2025,8,11,87.37
23.5,115.625,2025,8,11,87.6
21.0,113.125,2025,8,12,81.73
21.0,113.75,2025,8,12,82.15
21.0,114.375,2025,8,12,82.55
21.0,115.0,2025,8,12,82.4
21.0,115.625,2025,8,12,82.22
21.5,113.125,2025,8,12,81.19
21.5,113.75,2025,8,12,81.27
21.5,114.375,2025,8,12,81.64
21.5,115.0,2025,8,12,81.91
21.5,115.625,2025,8,12,81.6
22.0,113.125,2025,8,12,82.24
22.0,113.75,2025,8,12,80.62
22.0,114.375,2025,8,12,82.7
22.0,115.0,2025,8,12,82.64
22.0,115.625,2025,8,12,82.23
22.5,113.125,2025,8,12,82.41
22.5,113.75,2025,8,12,81.82
22.5,114.375,2025,8,12,82.89
22.5,115.0,2025,8,12,82.29
22.5,115.625,2025,8,12,82.24
23.0,113.125,2025,8,12,82.17
23.0,113.75,2025,8,12,82.47
23.0,114.375,2025,8,12,82.85
23.0,115.0,2025,8,12,86.47
23.0,115.625,2025,8,12,87.1
23.5,113.125,2025,8,12,84.83
23.5,113.75,2025,8,12,85.13
23.5,114.375,2025,8,12,83.88
23.5,115.0,2025,8,12,86.26
23.5,115.625,2025,8,12,87.7
21.0,113.125,2025,8,13,83.13
21.0,113.75,2025,8,13,83.12
21.0,114.375,2025,8,13,83.0
21.0,115.0,2025,8,13,82.37
21.0,115.625,2025,8,13,81.45
21.5,113.125,2025,8,13,82.96
21.5,113.75,2025,8,13,82.31
21.5,114.375,2025,8,13,81.39
21.5,115.0,2025,8,13,81.1
21.5,115.625,2025,8,13,80.31
22.0,113.125,2025,8,13,82.24
22.0,113.75,2025,8,13,80.36
22.0,114.375,2025,8,13,81.6
22.0,115.0,2025,8,13,81.86
22.0,115.625,2025,8,13,81.42
22.5,113.125,2025,8,13,80.32
22.5,113.75,2025,8,13,81.35
